Advertisement[0]	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Advertisement%2FWhatsApp%20Image%202020-06-13%20at%202.04.37%20PM.jpeg?alt=media&token=ad2a6a2e-8ccd-46bd-9684-40a734db21ec	E96BD269031BB5FDD2D9E9ED06D4112C12CCC62C.png
Advertisement[2]	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Advertisement%2FWhatsApp%20Image%202020-06-15%20at%2012.18.18%20AM.jpeg?alt=media&token=165c9e08-64e0-48be-ba55-208f2acfbb68	8700FDCD04FC42E968797267C7E21F4DB79776C8.png
Customer/0dCk5CrkNKMWObNvEKb95vU9ADD2/basic/image	https://lh5.googleusercontent.com/-vGoez96bo2c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXJXEUWx9qDVnG89jE9zKAtEjg7A/s96-c/photo.jpg	D5F299666600A25E4D38C01C60C6521CEB688D7B.jpg
Customer/1Qi1Q0x5JURV100FJmnfDatVz7e2/basic/image	https://graph.facebook.com/179683370209240/picture	DE18968965B4CA047B55B96221B14E03E6C24699.png
Customer/1Qyb7tajdYXQ3duKHSNuvQ2MhjZ2/basic/image	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Customer%2F1Qyb7tajdYXQ3duKHSNuvQ2MhjZ2.png?alt=media&token=c7c0abfa-9d33-40f7-88cd-223580b667da	DF17D9B8A3F539A8C658EDD5323ADF33CE1F75E5.png
Customer/2eUdf0eIEdYkQccZ9THtxdgfy4t1/basic/image	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Customer%2F2eUdf0eIEdYkQccZ9THtxdgfy4t1.png?alt=media&token=353b6cef-56bd-496d-9c3d-212cd503eb3d	A14DA73D614EAF255FE4AB33E4A665218E6E5A3F.png
Customer/33S8dd904qcuGkVrXz5ik2NfEJm1/basic/image	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Customer%2F33S8dd904qcuGkVrXz5ik2NfEJm1.png?alt=media&token=37b03e5a-efc4-4bff-92a1-ddc05cd405b5	FDD2E03799A672198E0A8BE22111D64A8EF0AF59.png
Customer/3j5fEBMNqrVoJ6hcgftduJC7vgZ2/basic/image	https://lh3.googleusercontent.com/a-/AOh14GizjarDDpNoknFQmYNl58G75_X6yE8re64IVbTWLA=s96-c	E83FAEE623ABD09EF99C67F87D864F1C11DD67DE.png
Customer/3z4qJfVH3AYjW6vP3z3LTnF5e2E2/basic/image	https://firebasestorage.googleapis.com/v0/b/lfyd-android.appspot.com/o/Customer%2F3z4qJfVH3AYjW6vP3z3LTnF5e2E2.png?alt=media&token=3fa6e6f2-c01b-4dc2-b7f0-909f4411452b	821B93422DA590E79D0709885C8955BE1B219FED.png
Customer/4bfYY4ODgtPr0jhQ6T9TQ6MnFF83/basic/image	https://lh3.googleusercontent.com/a-/AOh14GiEGU4PHVZ7-ggFKUQ84393zitdA_7lnsIWyHJp2A=s96-c	01F52FA88A19A4EE7D736C8096BD6CE0339AA622.png
Customer/4mdfdqEdFyXYsZdV5yR6qrD7JXC2/basic/image	https://graph.facebook.com/657675588155681/picture	77CC2609F8FD755960A0253C6EE62BA393D75E8B.png
Customer/52Ak4EPp9CTNhpPXyWDIywGOY2M2/basic/image	https://lh3.googleusercontent.com/a-/AOh14GhAnuRXFLWHYqY2qifmvKbNkTXPpszsyvs-l21m=s96-c	7A2A5EDE04F03F9F56804FB134D8496CE0AB489B.png
Customer/55K1suqQx3hfOJangqFKZ7feHpw2/basic/image	https://lh3.googleusercontent.com/a-/AOh14Gjmbi19xXy_ke2v9md1G09ahxJs6H3WOx2EEE37_A=s96-c	A5F6653B50C80E365ED4699BC2E05423115EFDAB.png
Customer/6CW629xJu9Mpd36RCmBbOD9uYgD3/basic/image	https://graph.facebook.com/3357524127615405/picture	CEAF4E309A9BFCF4A8FFFE3D2C07A12A8991E0DB.png
Customer/7XCU1Jq3TYT9wXLlep6xcPmSO5w2/basic/image	https://graph.facebook.com/1372001616342671/picture	5EC33CF1BAF0921CE8B13D1615A9B3B820816E38.png
Customer/7rv5NFrBxcTvBzeD9uEvSts9qhT2/basic/image	https://lh4.googleusercontent.com/-ny1tQBSOhPs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgOSLf8wEprjl7GVsy_eeNhIFg3w/s96-c/photo.jpg	594FB62FA3CF62CA2457CEDDEAEC3BC056AB1E3A.jpg
Customer/8UyGJ6mdrJcnWeVPoB7p6OgWBSr1/basic/image	https://lh3.googleusercontent.com/a-/AOh14GiG3pSVF7izlmnwNL8jfiOALsI8ycxqsuIvtviR=s96-c	4BD5522FEFFA7BB804E982AF9137BD2F65979F81.png
